id,title,author,year,isbn,status
2700,Quantum Dust Iron,Katherine Hopper,1978,9787306390858,AVAILABLE
2701,Empire Cipher,Mary Hamilton,2014,9786816723866,OUT
2702,Glass Cipher Empire,Guido Backus,2011,9785957354105,AVAILABLE
2703,Atlas Fire Glass Dream,Frances Backus,1966,9780402589881,AVAILABLE
2704,Fire Voyage,Dennis Ritchie,2017,9783578457208,AVAILABLE
2705,Moon Star,Donald Lovelace,1986,9780749316608,OUT
2706,Crystal Cipher Atlas Glass,Donald Hopper,1993,9786613404750,AVAILABLE
2707,Empire Phoenix,Katherine Ritchie,2020,9788922706990,OUT
2708,Signal Star Code Circuit,Katherine Lamarr,1980,9785803638364,OUT
2709,Moon Phoenix Iron,Katherine Thompson,1991,9781708335142,AVAILABLE
2710,River Fire Fire,Hedy Gosling,2001,9789000453980,AVAILABLE
2711,Whisper Phoenix Dream,Mary Jackson,2003,9782514096170,AVAILABLE
2712,Dust Echo Archive Dawn,Grace Backus,1951,9788166881303,AVAILABLE
2713,Voyage Star Signal Code,Donald Dijkstra,2020,9780164546625,OUT
2714,Night Crystal Moon,Ken Berners-Lee,2003,9787698762295,OUT
2715,Circuit Quantum Fire,Satoshi Johnson,2012,9780809897173,OUT
2716,Night Storm Atlas Garden,John Knuth,2004,9784261447165,OUT
2717,Phoenix River,Margaret Knuth,1997,9784458296945,OUT
2718,Storm Glass Glass,Satoshi Knuth,1978,9787804987620,AVAILABLE
2719,Dawn Circuit Voyage Circuit,Linus Allen,1981,9785242760741,AVAILABLE
2720,Cipher River Phoenix,Margaret Lovelace,1971,9781353425556,AVAILABLE
2721,Voyage Dawn,Barbara Gosling,1969,9783841551095,AVAILABLE
2722,Halo Moon Phoenix,Ken Liskov,2011,9785688084820,OUT
2723,Iron Labyrinth Storm,Barbara van Rossum,1974,9780293781326,OUT
2724,Iron Archive Night,Tim Liskov,2002,9787674695881,OUT
2725,Fire Phoenix Star Atlas,Guido Jackson,2007,9787492944993,AVAILABLE
2726,Dawn Cipher,John Thompson,2013,9786684905366,OUT
2727,Fire Echo Dawn,Edsger Turing,1974,9781317790534,OUT
2728,Halo Dawn,Mary Jackson,1978,9781518016648,OUT
2729,Iron Night,James Liskov,2018,9781938895311,OUT
2730,River Atlas Dream,Tim Nakamoto,2011,9781573415910,AVAILABLE
2731,Signal Atlas Cipher Shadow,Claude Gosling,1973,9786504602622,OUT
2732,Phoenix Labyrinth Voyage,Hedy Liskov,1968,9785182613506,AVAILABLE
2733,Storm Empire,Claude Johnson,1954,9787997062981,OUT
2734,Dust Code,John Thompson,1973,9786866508368,AVAILABLE
2735,Atlas Signal,Mary Dijkstra,1964,9787373087143,OUT
2736,Shadow Dawn Code Shadow,Hedy Liskov,1953,9785626070247,AVAILABLE
2737,Echo Harbor Garden,Frances Lamarr,2016,9788921327381,AVAILABLE
2738,Iron Moon Code,Linus Dijkstra,1967,9782540149384,AVAILABLE
2739,Atlas Dream Machine,Katherine Berners-Lee,1960,9786459478007,AVAILABLE
2740,Harbor Harbor Dust Iron,Margaret Gosling,1977,9789837555045,AVAILABLE
2741,Night Voyage Labyrinth Machine,Alan Lovelace,2013,9780990317211,AVAILABLE
2742,Atlas Machine,Satoshi Shannon,1950,9783315696401,OUT
2743,Storm Star,Guido Lovelace,1961,9783352062260,AVAILABLE
2744,Dust Dawn Storm Signal,Margaret Liskov,1999,9783316140823,AVAILABLE
2745,Shadow Storm,John Hopper,2007,9789457405199,OUT
2746,Shadow Voyage Storm,Hedy Lovelace,1950,9785673526359,AVAILABLE
2747,Storm Labyrinth Circuit,James Berners-Lee,1996,9781302286710,OUT
2748,Cipher Garden Quantum,James Lovelace,1971,9782357774149,OUT
2749,Machine Labyrinth,Grace Backus,1993,9782799752615,OUT
2750,Archive Halo Echo Code,Claude Lamarr,1964,9788317151114,AVAILABLE
2751,Quantum River,Donald Dijkstra,1987,9788454673137,AVAILABLE
2752,Halo Quantum,John Hamilton,1961,9780669545085,AVAILABLE
2753,Quantum Harbor Shadow,Linus Hamilton,1950,9781761706130,AVAILABLE
2754,Crystal Glass,Barbara Allen,1977,9781817203579,AVAILABLE
2755,Machine Harbor Cipher,Margaret Lovelace,1953,9781542607824,OUT
2756,Crystal Cipher,Margaret Torvalds,1984,9782411475466,AVAILABLE
2757,River Halo,Claude Liskov,1966,9780642116846,OUT
2758,Night Echo,Hedy Thompson,1962,9785923466521,AVAILABLE
2759,Star Cipher River,Dennis Torvalds,1979,9786495060541,OUT
2760,Whisper Dream,Linus Backus,1963,9784631078907,AVAILABLE
2761,Cipher Dust Harbor Glass,Dennis Allen,1998,9788830415447,OUT
2762,Harbor Labyrinth Night,Tim Hamilton,1978,9789736970168,AVAILABLE
2763,Moon Harbor Machine,Tim Hopper,2011,9785040937011,AVAILABLE
2764,Garden Code Signal Voyage,Satoshi Allen,1984,9789529055095,AVAILABLE
2765,Halo Dust Moon,Claude Hopper,2017,9782668063992,OUT
2766,Storm Cipher Fire,Donald Hopper,1994,9780627890880,AVAILABLE
2767,Echo Circuit Dawn,Grace Knuth,1969,9781795928223,AVAILABLE
2768,Storm Iron,Dennis van Rossum,2012,9785038561627,AVAILABLE
2769,Crystal River Storm Dawn,Margaret Dijkstra,2013,9787323573742,AVAILABLE
2770,Glass Dream,Katherine Liskov,1951,9782079374158,AVAILABLE
2771,Storm Code Whisper,Hedy Johnson,1968,9785925309558,OUT
2772,Labyrinth Code Circuit,Hedy Berners-Lee,2000,9782737957238,OUT
2773,Fire Crystal Cipher Glass,Grace Liskov,2024,9783511133010,OUT
2774,Garden Dawn Machine,Alan Dijkstra,1983,9789484123222,AVAILABLE
2775,Phoenix Iron,Alan Jackson,2011,9788570943913,AVAILABLE
2776,Shadow Echo Machine,Mary Allen,2016,9789213168226,OUT
2777,Empire Echo Shadow Code,Hedy Torvalds,2007,9781931784498,OUT
2778,Circuit Atlas Circuit Night,Mary Lovelace,1975,9784738113370,AVAILABLE
2779,River Dust River Signal,Edsger Johnson,1996,9780770053558,OUT
2780,Moon Phoenix Dawn Halo,Margaret Jackson,1962,9788082938502,AVAILABLE
2781,Halo Voyage River Labyrinth,John Nakamoto,2020,9785875371564,AVAILABLE
2782,Garden Dream,Tim Torvalds,1954,9780666706331,AVAILABLE
2783,Dust Circuit,Grace Gosling,1961,9789553093731,AVAILABLE
2784,River Glass,Alan Berners-Lee,2012,9781703793061,AVAILABLE
2785,Dust Moon Dream Empire,Ada Johnson,1997,9780721624742,AVAILABLE
2786,Cipher Voyage River,John Berners-Lee,1968,9785065299053,AVAILABLE
2787,Circuit Halo Archive,Hedy Knuth,1966,9787209578903,OUT
2788,Whisper Whisper Garden,Ada Jackson,1962,9786844565781,AVAILABLE
2789,Archive River Star Iron,Alan Ritchie,1983,9785155674092,OUT
2790,Crystal Quantum,Guido Backus,1990,9789300134140,AVAILABLE
2791,Quantum Fire Voyage,Alan van Rossum,2011,9781446548400,OUT
2792,Empire Dream,Katherine Turing,1952,9786454976834,OUT
2793,Voyage Circuit Archive Machine,Edsger Thompson,2002,9788992466257,OUT
2794,Empire Storm Dawn,Claude Turing,2010,9781181216525,AVAILABLE
2795,Voyage Glass,Donald Thompson,2022,9780431507174,OUT
2796,Fire Cipher,Margaret Backus,2011,9786310323197,AVAILABLE
2797,Labyrinth Empire Iron,Ken Johnson,1998,9788444696458,OUT
2798,Dream Atlas Iron River,Katherine Hopper,2019,9788113724479,OUT
2799,Iron Atlas Dust Archive,Dennis Nakamoto,1961,9784489400946,AVAILABLE
2800,Phoenix Atlas Phoenix,Mary Hamilton,2001,9789248878073,OUT
2801,Signal Glass Fire,John Gosling,1982,9787378053425,AVAILABLE
2802,Dust Crystal,Mary Allen,1965,9788974767666,AVAILABLE
2803,Whisper Code,Grace Nakamoto,1965,9785264259931,AVAILABLE
2804,Cipher Phoenix Dust,John Lovelace,2017,9786759105639,AVAILABLE
2805,Glass Harbor Cipher Labyrinth,Alan Johnson,1985,9787714057702,AVAILABLE
2806,Quantum Shadow Whisper,Grace Thompson,1997,9784940998575,AVAILABLE
2807,Machine Signal,Linus Backus,1983,9784845557663,AVAILABLE
2808,Harbor Garden,Margaret Dijkstra,1950,9785095307277,AVAILABLE
2809,Echo Fire,Barbara Backus,1999,9788870894266,AVAILABLE
2810,Night Cipher,James Lamarr,2019,9782764482943,OUT
2811,Machine Empire Empire Labyrinth,Hedy van Rossum,1963,9783777842471,AVAILABLE
2812,Star Dust Storm,Satoshi Knuth,1999,9786950725925,OUT
2813,Crystal Signal,Hedy Hopper,1994,9787807982307,AVAILABLE
2814,Empire Shadow Echo Storm,Linus Torvalds,1989,9789023743269,AVAILABLE
2815,Iron Atlas Atlas River,Hedy Johnson,1962,9781695991129,AVAILABLE
2816,Cipher Dream River,Alan Berners-Lee,1958,9788287914659,AVAILABLE
2817,Crystal Storm Fire,Barbara Lovelace,1974,9789059666942,AVAILABLE
2818,Dust Halo,Katherine Torvalds,2021,9787542884637,AVAILABLE
2819,Labyrinth Night Star Fire,Mary Ritchie,1956,9780277217931,AVAILABLE
2820,Iron Machine Empire,Dennis Thompson,1975,9787992448372,OUT
2821,Voyage Whisper Archive,John Nakamoto,1980,9788949128672,AVAILABLE
2822,Labyrinth Labyrinth River Labyrinth,Mary van Rossum,1960,9780762969652,OUT
2823,Star Crystal Quantum Garden,John Berners-Lee,1959,9780204041071,AVAILABLE
2824,Storm Moon Code Atlas,Margaret Berners-Lee,1981,9782657814963,AVAILABLE
2825,Garden Shadow Storm,Satoshi Torvalds,1997,9781101584567,OUT
2826,Dream Storm,Tim Backus,1957,9781749317560,AVAILABLE
2827,Night Shadow Iron,Donald Allen,1977,9783970101492,AVAILABLE
2828,Iron Storm Harbor,Mary Lamarr,1970,9782400613865,AVAILABLE
2829,Phoenix Whisper Dust,James van Rossum,1956,9785143580471,OUT
2830,Harbor Voyage,Ada Turing,1988,9781531195960,OUT
2831,Labyrinth Signal,Hedy Torvalds,1985,9787796605485,AVAILABLE
2832,Moon Garden Labyrinth,Ken Lovelace,1984,9784640694861,OUT
2833,Atlas Labyrinth Garden Phoenix,Margaret Knuth,2016,9787114881605,OUT
2834,Shadow Storm Dust Labyrinth,Dennis Thompson,2012,9782678650444,OUT
2835,Dream Star,Margaret Liskov,1983,9786708805015,AVAILABLE
2836,Night Archive,Claude Gosling,1972,9784970424169,AVAILABLE
2837,Echo Crystal Star Moon,Ada Allen,1998,9781700681436,AVAILABLE
2838,Dust Labyrinth Moon,Tim Lamarr,2009,9781054171500,AVAILABLE
2839,Cipher Shadow Storm,Frances Thompson,1964,9788007784284,AVAILABLE
2840,Machine Archive Cipher,Donald Shannon,2004,9787066721922,AVAILABLE
2841,Atlas Night Star Dust,Donald Hamilton,1976,9789215272597,OUT
2842,Night Dawn Cipher Harbor,Frances Hamilton,1956,9789120599447,AVAILABLE
2843,Dream Atlas Signal Dust,Mary Jackson,1953,9782562083610,OUT
2844,Voyage Empire Moon Machine,John Turing,1958,9782063703559,AVAILABLE
2845,Dream Dream Code,Donald Ritchie,1965,9786166296586,AVAILABLE
2846,Dawn Signal Phoenix Empire,Barbara Thompson,1981,9786873209225,AVAILABLE
2847,Machine Empire Circuit,Mary Lovelace,1999,9780978738718,AVAILABLE
2848,Fire Dream,Katherine Knuth,1957,9780665848439,AVAILABLE
2849,Shadow Atlas,Ada Hamilton,2005,9785608970649,OUT
2850,Night Labyrinth Machine Code,Ada Johnson,1986,9789058304702,AVAILABLE
2851,Fire Echo Dust,Ada Dijkstra,2008,9785130050198,AVAILABLE
2852,Halo Labyrinth Garden,Katherine Backus,1976,9788084274062,AVAILABLE
2853,Iron Echo Garden Circuit,Ada Allen,1970,9783205285155,OUT
2854,Crystal Dawn,Dennis Dijkstra,1982,9781788750513,AVAILABLE
2855,Quantum Whisper Crystal Dream,Claude Hamilton,1961,9785141200740,AVAILABLE
2856,Quantum Machine Storm,Dennis Gosling,2024,9783327692689,AVAILABLE
2857,River Archive Night Echo,Frances Lamarr,1975,9782523906056,OUT
2858,Cipher Circuit,Alan Allen,1960,9781373949125,OUT
2859,Harbor Storm Dust Night,James van Rossum,2024,9783643653145,OUT
2860,Code Circuit River Machine,James Jackson,1965,9788951463187,AVAILABLE
2861,Voyage Dust Labyrinth Dream,James Berners-Lee,1980,9780230423338,AVAILABLE
2862,Fire Atlas Night Crystal,Satoshi van Rossum,1950,9785092704004,AVAILABLE
2863,Atlas Harbor,Mary Gosling,1998,9784707260275,AVAILABLE
2864,Quantum Echo Code,James Gosling,1975,9780537380882,AVAILABLE
2865,Dawn Dream,Alan Nakamoto,2008,9789982477075,OUT
2866,Echo Whisper,Guido Liskov,1963,9788636782816,OUT
2867,Dust Signal Shadow Shadow,Guido van Rossum,2014,9788127904252,AVAILABLE
2868,Glass River Signal Garden,Claude Lovelace,2004,9781792241997,AVAILABLE
2869,Archive Shadow Dawn Crystal,Alan Jackson,1957,9784809854487,AVAILABLE
2870,Dust Empire Harbor Circuit,Margaret Jackson,1981,9786586726021,OUT
2871,Storm Glass,Claude Lovelace,2004,9786405997430,AVAILABLE
2872,Labyrinth Quantum Voyage Shadow,Linus Allen,2017,9785371268870,OUT
2873,Dream Storm Garden,Dennis Backus,2019,9781373142175,AVAILABLE
2874,Moon River Labyrinth,Hedy Lamarr,1985,9784331782730,AVAILABLE
2875,Fire Phoenix Code,John Gosling,2005,9788407846401,OUT
2876,Archive Archive Star,James van Rossum,1967,9789785652554,OUT
2877,River Garden,Mary Gosling,2001,9789299072267,AVAILABLE
2878,River Empire Cipher Glass,Ada Knuth,1990,9784138273868,AVAILABLE
2879,Dawn Night Code Moon,Linus Jackson,2017,9782546862966,AVAILABLE
2880,Empire Night,Ken van Rossum,1997,9788084371492,AVAILABLE
2881,Moon Labyrinth Night,Ken Lovelace,2001,9781266460961,OUT
2882,Code Circuit Empire,Satoshi Hopper,1950,9781665954543,OUT
2883,Empire Crystal,John Shannon,1984,9782742052258,AVAILABLE
2884,Echo Halo Dream Archive,Linus Turing,2013,9783216656910,AVAILABLE
2885,Archive Empire Fire Voyage,Guido Hopper,1965,9781340250064,AVAILABLE
2886,Moon Archive,James Hamilton,1981,9789465265053,OUT
2887,Labyrinth Dream Labyrinth,Margaret Hopper,1960,9780285953887,AVAILABLE
2888,Machine Code Fire,Mary Backus,1990,9782041552823,AVAILABLE
2889,Circuit Phoenix,Donald van Rossum,1985,9780329774443,AVAILABLE
2890,Atlas Whisper,Barbara Nakamoto,1989,9787867404772,OUT
2891,Fire Fire Atlas,Guido Hamilton,2011,9788341906710,OUT
2892,Code Dust,Frances Jackson,1987,9782982993164,OUT
2893,Crystal Moon,Claude Liskov,2004,9785970248910,AVAILABLE
2894,Fire Machine Labyrinth,Satoshi Nakamoto,2022,9788434565123,OUT
2895,Dawn Halo River,Margaret Turing,2009,9788063139594,AVAILABLE
2896,Garden Halo,Frances Jackson,1984,9789073128211,AVAILABLE
2897,Iron Signal,Katherine Liskov,1962,9788154478893,AVAILABLE
2898,Fire Archive Empire,John Turing,1997,9787095062632,AVAILABLE
2899,Signal Iron Halo,Margaret Torvalds,1966,9787207980470,AVAILABLE
2900,Echo Code Circuit,Tim Allen,2016,9785239996369,AVAILABLE
2901,Circuit Echo,Katherine Thompson,1985,9789838579282,OUT
2902,Circuit Moon Quantum,Hedy Lovelace,1962,9785159952747,AVAILABLE
2903,Harbor Quantum Labyrinth Crystal,Ken Ritchie,1978,9783179313475,OUT
2904,Dream Storm Code,James Knuth,2009,9780210002786,AVAILABLE
2905,Glass Code Atlas,Satoshi Thompson,2016,9787005125380,AVAILABLE
2906,Circuit Cipher Dawn Crystal,Hedy Lovelace,1992,9787693287927,AVAILABLE
2907,Glass Harbor Circuit,Guido Dijkstra,1972,9788975311524,AVAILABLE
2908,Voyage Labyrinth,Barbara Lovelace,2006,9789314449419,OUT
2909,Dust Signal Glass River,Dennis Nakamoto,1999,9784384092771,OUT
2910,Archive Phoenix Halo,Tim Gosling,2017,9787051825110,OUT
2911,Storm Fire,Mary Gosling,2007,9780759144566,OUT
2912,Code Cipher,Guido Allen,1998,9781504340102,AVAILABLE
2913,Fire Machine Garden,Frances van Rossum,1988,9786657329774,AVAILABLE
2914,Atlas Empire,Dennis Lovelace,2005,9789023309462,AVAILABLE
2915,Star Whisper,John Lovelace,2003,9786537305342,AVAILABLE
2916,Code Shadow Labyrinth Whisper,Claude Hopper,2003,9783096150710,OUT
2917,Signal Crystal Signal,Hedy Turing,1978,9787059041179,AVAILABLE
2918,Phoenix Glass Labyrinth Archive,Hedy Gosling,1975,9789467099608,OUT
2919,River Code Cipher,Grace Liskov,1969,9788308788477,AVAILABLE
2920,Voyage Echo Halo Echo,Barbara Hamilton,1977,9789686862748,AVAILABLE
2921,Whisper Night,Ada Turing,2022,9781547595013,AVAILABLE
2922,Signal Archive,Barbara Hopper,1958,9786781408282,AVAILABLE
2923,Atlas Harbor Signal,Katherine Lamarr,1965,9787165094231,AVAILABLE
2924,Halo Dust Cipher,Tim Backus,2018,9783191518136,OUT
2925,Circuit Shadow Shadow River,Frances Lamarr,1956,9784494058151,OUT
2926,Atlas Night Code River,Barbara Backus,2021,9781192689009,AVAILABLE
2927,Phoenix Cipher Glass Empire,James Shannon,1959,9784416661177,AVAILABLE
2928,Moon Harbor Code River,Edsger Lovelace,2002,9787080585824,AVAILABLE
2929,Shadow River Code Fire,John Backus,1991,9782400303151,AVAILABLE
2930,Circuit Echo Phoenix Cipher,Grace Allen,1994,9789622494764,AVAILABLE
2931,Crystal Code River Dust,Ken Shannon,1977,9785199010263,OUT
2932,River Halo,Hedy Liskov,1968,9787708594268,AVAILABLE
2933,Night Code,Ken Thompson,1983,9784482138011,OUT
2934,Fire Phoenix Garden,John van Rossum,1985,9785139855323,AVAILABLE
2935,Machine Shadow Echo,Linus Lamarr,2013,9787525232434,OUT
2936,Moon Crystal Quantum Dawn,Satoshi Thompson,2011,9786562807335,AVAILABLE
2937,Shadow Cipher,Margaret Ritchie,1991,9780482940782,AVAILABLE
2938,Signal Iron Machine Quantum,Ken Shannon,2006,9789370625873,AVAILABLE
2939,Shadow Echo Empire,Ken Thompson,2018,9782623167501,OUT
2940,Machine Dawn,Barbara Allen,1953,9783414775688,AVAILABLE
2941,Glass Cipher Dawn Quantum,John Hopper,1980,9789987080538,AVAILABLE
2942,Voyage Halo,Satoshi Jackson,1959,9782396575376,AVAILABLE
2943,Circuit Star Garden,Donald Dijkstra,1991,9782220834644,AVAILABLE
2944,Dust Dust,Guido Knuth,1976,9787186069939,AVAILABLE
2945,River Garden Storm Empire,Guido Shannon,1975,9782921629860,AVAILABLE
2946,Whisper Iron Labyrinth,Claude Thompson,2013,9781036305695,AVAILABLE
2947,Fire Atlas Cipher Halo,Edsger Ritchie,1954,9786941235288,AVAILABLE
2948,Code Dust Glass Circuit,Ada Jackson,2015,9788608110714,AVAILABLE
2949,Quantum Iron Halo Dawn,Guido Lovelace,1981,9786808588444,AVAILABLE
2950,Circuit Harbor,John Liskov,1964,9782677638319,AVAILABLE
2951,Glass Halo,Claude Turing,1988,9784309797568,OUT
2952,Circuit River Iron Crystal,Mary Knuth,2021,9780187472913,AVAILABLE
2953,Crystal Iron,Guido Thompson,2006,9780302312178,OUT
2954,Archive Circuit,Ada Johnson,1972,9782758881185,AVAILABLE
2955,Circuit Iron Shadow Cipher,Linus Lovelace,1983,9785272618910,OUT
2956,Machine Night Crystal Halo,Alan Lovelace,1958,9782513622380,AVAILABLE
2957,Dawn Glass,Frances Turing,1972,9789819401469,OUT
2958,Storm Phoenix Whisper,Tim van Rossum,1954,9787272045098,AVAILABLE
2959,Cipher Quantum,Linus Thompson,1979,9783501626251,OUT
2960,Star Harbor,Satoshi Hamilton,1998,9787305151332,AVAILABLE
2961,Dust Signal,Frances Torvalds,1957,9789240741359,AVAILABLE
2962,Glass Cipher Cipher Garden,Tim Berners-Lee,2022,9786385743391,OUT
2963,Garden Phoenix Echo Shadow,Ada Lovelace,2020,9786267501468,OUT
2964,Fire Crystal,Margaret van Rossum,1996,9780394558464,OUT
2965,Iron Empire Crystal Echo,Donald Lamarr,1952,9782016519889,OUT
2966,Signal Quantum,Ada Lamarr,1964,9785075192677,AVAILABLE
2967,Machine Circuit Shadow River,Guido Knuth,2000,9782843965688,AVAILABLE
2968,Labyrinth Circuit Iron Shadow,Barbara Lovelace,1982,9788710365347,AVAILABLE
2969,Atlas Star Storm,Margaret Johnson,1968,9787197453145,AVAILABLE
2970,Machine Machine Shadow Voyage,Alan Turing,1968,9780695473564,AVAILABLE
2971,Circuit Archive,Barbara Nakamoto,1982,9781090982450,OUT
2972,Echo Crystal River Whisper,James Johnson,2006,9783607417060,OUT
2973,Iron Machine,Edsger Ritchie,1991,9783134176228,AVAILABLE
2974,Halo Dust,Ken Johnson,1958,9784016379058,AVAILABLE
2975,Voyage Iron Voyage,Donald Allen,1974,9783969108296,AVAILABLE
2976,Glass Machine Cipher Crystal,Barbara Turing,1998,9784676478562,OUT
2977,Dream Empire Voyage,Margaret Thompson,1957,9781439992570,AVAILABLE
2978,Dust Dream Iron Echo,James Knuth,1951,9785514382552,OUT
2979,Night Iron,Mary Gosling,1993,9781819805283,AVAILABLE
2980,Atlas Dream Empire Phoenix,Dennis Torvalds,1951,9787308303884,AVAILABLE
2981,Crystal Quantum,James Backus,2009,9789219105071,AVAILABLE
2982,Archive Empire Code Machine,John Johnson,1989,9784069143876,OUT
2983,Dawn Voyage Fire,Katherine Berners-Lee,1964,9785567695979,AVAILABLE
2984,Dust Signal,Edsger Gosling,1979,9787324370391,OUT
2985,Glass Empire Garden Cipher,Guido Ritchie,1963,9784134307683,AVAILABLE
2986,Dust Atlas,Claude Allen,1999,9788160519170,AVAILABLE
2987,Glass River,Edsger Berners-Lee,2004,9787437380131,AVAILABLE
2988,River Dawn Star Storm,Linus Thompson,2011,9786826111476,AVAILABLE
2989,Shadow Archive,Linus Hamilton,2009,9783541455647,AVAILABLE
2990,Storm Fire,Donald van Rossum,2015,9789266370088,AVAILABLE
2991,River Night Voyage Dawn,Alan Knuth,1988,9785781656088,AVAILABLE
2992,Dream Glass,Margaret Hopper,2015,9780244628826,AVAILABLE
2993,Archive Dawn,Margaret van Rossum,1954,9788736314931,AVAILABLE
2994,Storm Dawn Archive Halo,Barbara Liskov,1975,9780450308349,AVAILABLE
2995,Fire Storm,Guido Johnson,2012,9789273868133,AVAILABLE
2996,Labyrinth Fire Moon Dream,Edsger Backus,2021,9781553925883,OUT
2997,Halo Iron,Grace Torvalds,2000,9786033841787,AVAILABLE
2998,Shadow Moon Echo,John Johnson,1951,9786488105039,AVAILABLE
2999,Cipher Labyrinth,Mary Hopper,1972,9783793985930,AVAILABLE
3000,Dream Moon Circuit Iron,Frances Shannon,1962,9789539536982,OUT
3001,Atlas Iron,Alan Allen,1971,9788611562306,AVAILABLE
3002,Voyage Shadow Storm,Satoshi Hamilton,1999,9781412804471,AVAILABLE
3003,Empire Voyage,Linus Gosling,1966,9787485623788,OUT
3004,Whisper Storm Labyrinth,Tim Liskov,2007,9786063951368,AVAILABLE
3005,Phoenix Dust Empire Cipher,Ken Backus,1987,9786984366337,OUT
3006,Harbor Harbor Machine Cipher,Grace Shannon,1984,9785777785929,AVAILABLE
3007,Garden Echo Night,James Hopper,2018,9788374489239,AVAILABLE
3008,Empire Star Moon,Margaret Hamilton,1991,9785670217829,OUT
3009,Circuit Dust Voyage,Mary Hopper,2000,9780376329403,AVAILABLE
3010,Harbor Quantum Shadow Star,Linus Backus,1982,9782698086551,OUT
3011,Echo Cipher,Donald Lamarr,2009,9780783931329,AVAILABLE
3012,Empire Iron Glass,John Thompson,1987,9780165755574,OUT
3013,Signal Dawn Fire Moon,Mary Hopper,1951,9787056055738,AVAILABLE
3014,Fire Atlas Harbor Star,Donald Turing,2023,9780661615317,AVAILABLE
3015,Signal Shadow Circuit,Edsger Johnson,1987,9786979181433,AVAILABLE
3016,Dream Dream Harbor Signal,Hedy Allen,1992,9785460683426,AVAILABLE
3017,Machine Dawn,Tim Shannon,2019,9784996966081,OUT
